persona,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,pos_prop_ADV,pos_prop_AUX,pos_prop_VERB,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_DET,pos_prop_PROPN,pos_prop_CCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_X,pos_prop_PRON,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,first_order_coherence,second_order_coherence,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,proportion_ellipsis,proportion_bullet_points,contains_lorem ipsum,duplicate_line_chr_fraction,duplicate_paragraph_chr_fraction,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,connectives,connectives_cap,pos_prop_SPACE,file
continue,7.658861456853625,2119.34309087452,3.751049718361982,30.803571428571416,17.570561821219716,17.370101895934148,20.89582289055973,17.239369256474525,19.423235867446397,56.7229880256196,7.035714285714286,0.06902654867256637,0.05486725663716814,0.08849557522123894,0.0920353982300885,0.008849557522123894,0.1079646017699115,0.09734513274336283,0.23539823008849559,0.10619469026548672,0.007079646017699115,0.047787610619469026,0.021238938053097345,0.007079646017699115,0.005309734513274336,0.02654867256637168,2.9556757242565865,0.912886308261213,0.5220225171185228,0.0722992272822155,0.6418449884211576,0.625694316596939,6.265107212475634,5.0,3.740601065809441,18.321428571428573,16.5,11.170923901644239,2.2046783625730995,2.0,1.411114867561762,513,246,0.47953216374269003,3266,28,False,229.0,0.8761061946902655,5.780530973451327,565.0,0.0,0.0,0.2,0.0,0.0,0.0,0.19307589880159787,0.14167776298268975,0.12090545938748336,0.10013315579227697,0.10013315579227697,0.06977363515312916,0.006391478029294274,0.035153129161118506,0.02663115845539281,0.04247787610619469,19,5,0.024778761061946902,91
create,9.484765750200186,13157.743849842027,17.804795466633326,32.44737987702021,16.495510161324116,16.484122964117024,20.309462951323418,16.752384244709823,20.288168168168166,54.227110831762,6.0,0.06630581867388363,0.03112313937753721,0.09066305818673884,0.09878213802435724,0.02029769959404601,0.10554803788903924,0.08795669824086604,0.2124492557510149,0.11907983761840325,0.03382949932341001,0.04330175913396482,0.009472259810554804,0.005412719891745603,0.0027063599458728013,0.07307171853856563,2.6862369106145554,0.9872128692987261,0.46700086027878895,0.08624879267962819,0.4738616518498886,0.4097929129422438,6.4624624624624625,5.0,3.984120424623262,15.488372093023257,15.0,9.18383841580378,2.2072072072072073,2.0,1.4128355220337674,666,339,0.509009009009009,4377,43,True,331.0,0.8958051420838972,5.922868741542625,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009916699722332408,0.008330027766759222,0.0,0.005412719891745603,25,8,,91
explain,8.365067807879244,4294.402922520286,6.400004355469874,27.58342120679552,18.586006688963213,18.171459921235762,21.886376811594204,18.757853957636563,20.443411371237456,61.73935340022297,8.333333333333334,0.05067064083457526,0.06110283159463487,0.09687034277198212,0.10879284649776454,0.019374068554396422,0.10134128166915052,0.09687034277198212,0.21758569299552907,0.09687034277198212,0.010432190760059613,0.04769001490312966,0.022354694485842028,0.010432190760059613,0.00894187779433681,0.02533532041728763,3.489377669932141,0.5716465320475376,0.48987537562437733,0.06870306423220102,0.6358363510205828,0.5961062972034726,6.416387959866221,6.0,3.836394846037688,19.933333333333334,20.0,4.296768811819205,2.237458193979933,2.0,1.4677588178065606,598,291,0.4866220735785953,3910,30,True,279.0,0.8584202682563339,5.827123695976155,671.0,0.0,0.0,0.2962962962962963,0.0,0.0,0.0,0.08080357142857143,0.053125,0.053125,0.026339285714285714,0.0,0.0,0.013392857142857142,0.01607142857142857,0.02857142857142857,0.041728763040238454,24,6,0.02533532041728763,91
human,15.254933814667165,4218262.26081103,3652.1751175853074,17.929869347664948,19.02354528079977,15.087147009837086,19.593207880035283,17.307118788591595,22.695374301675972,54.2344163481329,5.0,0.03636363636363636,0.027705627705627706,0.05367965367965368,0.18961038961038962,0.01038961038961039,0.09523809523809523,0.0632034632034632,0.2077922077922078,0.10562770562770563,0.13246753246753246,0.02857142857142857,0.004329004329004329,0.01645021645021645,0.012987012987012988,0.015584415584415584,2.417953137653028,1.2455401900116718,0.464946415480434,0.093498989196318,0.3988153076544404,0.3695317562071707,6.974301675977654,5.0,5.02378798730538,11.776315789473685,11.0,10.143183716184826,2.5441340782122905,2.0,2.2157402142640352,895,454,0.5072625698324023,6502,76,True,363.0,0.754978354978355,5.6294372294372295,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07062643755919361,0.04086050602083615,0.023948044919496685,0.023948044919496685,0.015965363279664458,0.013665268569882288,0.024895142741171696,0.031118928426464618,0.02029495332160736,0.09177489177489177,16,2,,46
continue,11.89325404212595,146276.5141690399,189.96949892083103,29.151813040585495,17.509344944363814,16.728156217252725,20.92850830511208,17.705308821157878,21.566328011611024,57.255958716336075,6.4222222222222225,0.07922077922077922,0.06753246753246753,0.0987012987012987,0.10519480519480519,0.016883116883116882,0.1,0.07792207792207792,0.21948051948051947,0.1038961038961039,0.023376623376623377,0.03896103896103896,0.01948051948051948,,,0.03116883116883117,2.8823489832679416,0.7242171003669381,0.48284935745275087,0.08308951644791998,0.7235884991559115,0.7306085831897203,6.683599419448476,5.0,4.397027738913822,15.311111111111112,15.0,4.278225084838713,2.2989840348330914,2.0,1.6634067586546162,689,309,0.44847605224963716,4686,45,True,329.0,0.8766233766233766,6.085714285714285,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06490834268612046,0.06490834268612046,0.04040404040404041,0.04040404040404041,0.0,0.0,0.007856341189674524,0.008417508417508417,0.012906846240179574,0.032467532467532464,23,5,0.01818181818181818,46
create,13.701291443992972,892062.4711157726,921.5521395824097,27.65331043025077,17.588320584850738,17.550304261535896,21.77541009499312,18.56910151402333,21.76207134637514,60.882713960152536,7.470588235294118,0.056818181818181816,0.04132231404958678,0.09090909090909091,0.10227272727272728,0.015495867768595042,0.09297520661157024,0.0981404958677686,0.21797520661157024,0.12706611570247933,0.04442148760330578,0.040289256198347105,0.006198347107438017,0.0010330578512396695,0.002066115702479339,0.0371900826446281,2.7118658793441024,0.8903258344202639,0.49410868413351,0.06908494186322849,0.5334621725231409,0.5693502370648238,6.6835443037974684,6.0,3.9902030028657194,17.03921568627451,17.0,6.976039621204619,2.248561565017261,2.0,1.4281046779494073,869,367,0.4223245109321059,5907,51,True,382.0,0.8708677685950413,6.1022727272727275,968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03033457249070632,0.010408921933085501,0.0,0.0,0.0,0.0,0.028550185873605947,0.010408921933085501,0.006691449814126394,0.03409090909090909,20,3,0.025826446280991736,46
explain,12.928021166250991,411688.0437851801,438.4324214964644,21.23333333333335,19.570451184834123,17.693802365651003,22.154843601895735,19.52239336492891,23.035165876777253,61.42976303317535,7.52,0.06815761448349308,0.05750798722044728,0.07880724174653887,0.10223642172523961,0.022364217252396165,0.12140575079872204,0.09691160809371673,0.22577209797657083,0.10117145899893504,0.03301384451544196,0.03514376996805112,0.005324813631522897,0.004259850905218318,0.0010649627263045794,0.025559105431309903,3.1026899663514538,0.8482633286121121,0.46520923415622895,0.08375537013022337,0.6458209433725902,0.6088891895487905,6.902843601895735,6.0,4.392209979225263,16.88,16.0,6.733914166367136,2.4218009478672986,2.0,1.6457034619119157,844,351,0.4158767772511848,5920,50,True,408.0,0.8775292864749734,6.305644302449414,939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12834622248661512,0.0826888756692445,0.045211183819155266,0.03242117787031529,0.013682331945270671,0.0,0.008477096966091613,0.0037180249851279,0.014277215942891136,0.07348242811501597,26,3,0.021299254526091587,46
human,6.713023716888447,823.0555677178032,1.6265920310628523,18.310000000000002,19.097825404157046,16.551014706926132,19.676267898383372,19.427690531177838,22.68683602771362,54.73339491916859,6.48,0.05138339920948617,0.03359683794466403,0.05731225296442688,0.13636363636363635,0.003952569169960474,0.15217391304347827,0.08695652173913043,0.233201581027668,0.10276679841897234,0.039525691699604744,0.017786561264822136,0.001976284584980237,0.0533596837944664,0.003952569169960474,0.015810276679841896,3.034069147135724,1.329279789756341,0.45667622233360916,0.13832914699049076,0.418716315800945,0.4498079943916072,6.8360277136258665,5.0,6.750820319269775,17.32,18.0,8.450893443891006,2.367205542725173,1.0,2.139809794220673,433,262,0.605080831408776,3031,25,True,182.0,0.7905138339920948,5.9940711462450595,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02199074074074074,0.0,0.0,0.0,0.0,0.0,0.005787037037037037,0.007233796296296296,0.008680555555555556,0.07509881422924901,8,0,0.009881422924901186,52
continue,12.079488459094202,176219.993950981,216.7527600873075,21.083567531823462,19.076323894684553,17.693802365651003,22.282960755091906,19.375599850968705,22.978306010928957,60.89865871833085,7.363636363636363,0.07749077490774908,0.06888068880688807,0.07749077490774908,0.0984009840098401,0.01845018450184502,0.12054120541205413,0.0910209102091021,0.24108241082410825,0.1057810578105781,0.013530135301353014,0.03936039360393604,0.015990159901599015,0.0036900369003690036,0.0024600246002460025,0.025830258302583026,3.0155087772562292,0.747063836840037,0.4709799009600234,0.08342727207128821,0.6797301611581514,0.6995564993648302,6.897540983606557,6.0,4.263089065392357,16.636363636363637,17.0,5.041152957458826,2.387978142076503,2.0,1.5310155062560757,732,355,0.4849726775956284,5130,44,True,358.0,0.897908979089791,6.3099630996309966,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02696245733788396,0.007849829351535836,0.0,0.0,0.0,0.0,0.0061433447098976105,0.00955631399317406,0.013310580204778157,0.03198031980319803,25,10,,52
create,10.633908144216715,41519.07105756269,50.32614673643962,24.48139779295849,17.39892954856361,16.43265832966388,21.053993475744505,18.130706618962435,22.707414500683992,60.29572240345154,6.5,0.06181818181818182,0.04727272727272727,0.08363636363636363,0.11393939393939394,0.014545454545454545,0.10666666666666667,0.08727272727272728,0.25212121212121213,0.12606060606060607,0.020606060606060607,0.03515151515151515,0.014545454545454545,0.0048484848484848485,,0.03151515151515152,2.72527227927573,0.856739159292494,0.44897204167880667,0.10881115403682047,0.47589338022996397,0.4808793942828197,6.906976744186046,6.0,4.194269169891247,14.057692307692308,14.0,5.702271684764231,2.3310533515731873,2.0,1.5068857408591068,731,375,0.5129958960328317,5144,52,True,339.0,0.8751515151515151,6.235151515151515,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04868913857677903,0.04868913857677903,0.0,0.0,0.0,0.0,0.01634320735444331,0.01191692202928158,0.0,0.030303030303030304,29,14,,52
explain,11.069944587304066,64211.94857935672,77.83266494467482,20.26534399832707,19.169637042062416,16.881822746952526,20.53989145183175,19.378175033921302,22.922659430122113,57.59124830393487,6.840909090909091,0.06545454545454546,0.04727272727272727,0.07636363636363637,0.10424242424242425,0.02181818181818182,0.14181818181818182,0.10666666666666667,0.23757575757575758,0.10303030303030303,0.020606060606060607,0.02181818181818182,0.0048484848484848485,0.025454545454545455,,0.02303030303030303,3.182060684503642,0.9763241176918462,0.4546848546677426,0.11216092324561538,0.5820398697153081,0.558859756482499,6.886024423337856,5.0,4.748552025472241,16.75,17.0,6.392911557484444,2.3921302578018997,2.0,1.8268591413258797,737,341,0.4626865671641791,5163,44,False,327.0,0.8678787878787879,6.258181818181818,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1761411844561344,0.1228576276938741,0.09333107076192092,0.02138129984727643,0.02138129984727643,0.0,0.013236042762599695,0.007636178516884439,0.015781435601561176,0.04606060606060606,18,4,,52
human,9.98169719372655,21626.986605405215,27.135491349316453,28.33672226957262,16.734742840961385,15.813754380162909,19.01878163604828,15.45884995221408,18.777777777777768,52.265371137304875,5.651162790697675,0.06900878293601004,0.04015056461731493,0.056461731493099125,0.16311166875784192,0.00878293601003764,0.11041405269761606,0.050188205771643665,0.1944792973651192,0.10414052697616061,0.08657465495608532,0.018820577164366373,0.005018820577164366,0.060225846925972396,0.00878293601003764,0.012547051442910916,2.994566994052541,1.1643937089831349,0.42511663372338643,0.11050313989483097,0.3681489823557924,0.30924680529207715,6.210045662100456,5.0,4.162786083089288,15.279069767441861,15.0,8.996964814805793,2.234398782343988,2.0,1.6834328319610925,657,325,0.4946727549467275,4215,43,True,258.0,0.7515683814303639,5.294855708908407,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016855087358684483,0.006166495375128468,0.0,0.0,0.0,0.0,0.009044193216855087,0.011305241521068859,0.00986639260020555,0.09284818067754078,19,0,0.011292346298619825,1
continue,8.812602225865923,6718.379280056336,11.197298800093893,7.3412698412698205,22.779229024943316,20.161218678152366,25.79594585308871,22.902149385006524,25.600890538033394,66.90173847316704,9.37037037037037,0.06833333333333333,0.043333333333333335,0.07,0.10166666666666667,0.013333333333333334,0.075,0.115,0.24666666666666667,0.15,0.006666666666666667,0.04833333333333333,0.013333333333333334,,0.0016666666666666668,0.025,3.1569212247416285,0.6363977443600151,0.4520424704721455,0.0664450221365262,0.6792946744423646,0.6243923318386078,7.293135435992578,6.0,4.6426442710666755,19.962962962962962,21.0,5.7444432504714955,2.5918367346938775,2.0,1.6705481539765499,539,267,0.49536178107606677,3992,27,True,250.0,0.8766666666666667,6.653333333333333,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00310903841883189,0.0033311125916055963,0.0,0.065,16,3,0.021666666666666667,1
create,11.241613311248232,76237.8479978046,104.86636588418789,21.126063795231573,19.43727272727273,18.160329797683527,23.132867132867137,19.63044755244755,23.147636363636362,62.37762237762237,7.6923076923076925,0.052269601100412656,0.03576341127922971,0.0907840440165062,0.0921595598349381,0.016506189821182942,0.10453920220082531,0.11141678129298486,0.24484181568088034,0.1623108665749656,0.012379642365887207,0.033012379642365884,0.012379642365887207,0.005502063273727648,,0.026134800550206328,2.9813169484467084,0.6796119125888751,0.4378822893462336,0.06996766597698761,0.7004531449393222,0.6874069885627644,6.921212121212121,6.0,4.381417895292163,16.923076923076923,17.0,5.065644036734455,2.409090909090909,2.0,1.6253416678317463,660,318,0.4818181818181818,4635,39,True,313.0,0.9078404401650619,6.375515818431912,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782395164336985,0.06875708349074423,0.05251227805062335,0.05251227805062335,0.05251227805062335,0.05251227805062335,0.009444654325651681,0.019644880997355497,0.015300340007555724,0.0453920220082531,18,4,,1
explain,10.925041636673498,55550.15785142214,75.68141396651518,20.165163934426232,20.294635544635543,18.589784550069467,23.55937755937756,20.00932800982801,23.13933333333333,62.83783783783784,8.027027027027026,0.0681198910081744,0.0653950953678474,0.07356948228882834,0.1008174386920981,0.01226158038147139,0.1335149863760218,0.07356948228882834,0.23160762942779292,0.11989100817438691,0.05040871934604905,0.03814713896457766,0.008174386920980926,,0.0013623978201634877,0.02316076294277929,3.2764546954962896,0.7901403717218961,0.4898050751368829,0.07339472439458133,0.6693758273290263,0.6598504436867577,6.904545454545454,6.0,4.098962611485756,17.83783783783784,17.0,5.005475453365442,2.4515151515151516,2.0,1.5856594483476167,660,259,0.3924242424242424,4631,37,True,321.0,0.8991825613079019,6.309264305177112,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10434782608695652,0.07296786389413988,0.05822306238185255,0.05822306238185255,0.020415879017013232,0.0,0.015879017013232515,0.019659735349716444,0.017013232514177693,0.07493188010899182,24,4,,1
human,6.854705639121943,948.3329361995075,1.6266431152650214,-0.33544839255498005,21.433020152505453,18.98990329775261,23.772004357298474,20.53812091503268,23.107712418300647,63.133714596949886,8.416666666666666,0.04974271012006861,0.024013722126929673,0.032590051457975985,0.18524871355060035,0.00686106346483705,0.09262435677530018,0.10806174957118353,0.2109777015437393,0.09433962264150944,0.10120068610634649,0.025728987993138937,0.0017152658662092624,0.030874785591766724,0.010291595197255575,0.012006861063464836,3.2856035456018375,1.3461373780688628,0.446681561866842,0.08808467893655642,0.3992137006362495,0.39841205105503,6.880174291938998,5.0,4.750968158656492,19.125,19.5,11.192678038193838,2.505446623093682,2.0,1.7456677677072199,459,275,0.599128540305011,3278,24,True,163.0,0.7427101200686106,5.631217838765009,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016867469879518072,0.016867469879518072,0.016867469879518072,0.016867469879518072,0.011244979919678716,0.0,0.01178045515394913,0.014725568942436412,0.008032128514056224,0.11663807890222985,4,1,0.0137221269296741,53
continue,11.761674393075367,128242.00130237335,161.10804183715246,2.888322520852654,23.49558620689655,19.518579012698734,25.146242263483643,22.718871794871795,26.119724137931033,67.41732979664013,9.076923076923077,0.0678391959798995,0.05402010050251256,0.07035175879396985,0.08919597989949749,0.017587939698492462,0.114321608040201,0.10427135678391959,0.2550251256281407,0.12688442211055276,0.011306532663316583,0.04271356783919598,0.02135678391959799,0.011306532663316583,,0.013819095477386936,2.906692189631294,1.0614357710515914,0.45058075276336196,0.13068897430522877,0.6942856054949132,0.7056717711525995,7.4,6.0,4.767707466147501,18.58974358974359,19.0,7.6852104010633795,2.6979310344827585,2.0,1.8794154984817522,725,349,0.48137931034482756,5436,39,True,336.0,0.9108040201005025,6.8291457286432165,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044473299788995294,0.02954065898393118,0.015581886057458205,0.0,0.0,0.0,0.014608018178867067,0.018178867067034574,0.011686414543093654,0.052763819095477386,25,4,,53
create,10.414606496712224,33343.11211442478,41.36862545213992,18.39583590249515,19.743736225895322,16.95130968676861,21.532093663911848,20.056177685950416,24.59355371900826,61.95695592286501,7.083333333333333,0.04714640198511166,0.04466501240694789,0.08684863523573201,0.09801488833746898,0.011166253101736972,0.10669975186104218,0.10918114143920596,0.24937965260545905,0.13399503722084366,0.028535980148883373,0.03598014888337469,0.011166253101736972,0.009925558312655087,,0.02729528535980149,2.79474967024518,0.8618622765953924,0.4353275803412444,0.08380241099825067,0.5188716469689253,0.5015652500416922,7.202479338842975,6.0,4.620179050528184,15.125,16.0,6.0711922222904455,2.494490358126722,2.0,1.774272039229267,726,364,0.5013774104683195,5309,48,True,319.0,0.8957816377171216,6.586848635235732,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02485913158766987,0.008949287371561154,0.008949287371561154,0.0,0.0,0.0,0.025853496851176664,0.009280742459396751,0.0,0.04094292803970223,17,8,,53
explain,12.13855998871277,186943.17800256278,220.19220023858986,4.837179848015779,22.547497720018246,19.919996318144147,25.140006079951362,22.61415944672443,25.052530779753763,66.8171834625323,9.444444444444445,0.0447585394581861,0.04240282685512368,0.0624263839811543,0.13427561837455831,0.01884570082449941,0.10011778563015312,0.11307420494699646,0.24617196702002356,0.12249705535924617,0.02237926972909305,0.028268551236749116,0.007067137809187279,0.02237926972909305,0.008244994110718492,0.027090694935217905,3.3059677862690524,0.9139408689015738,0.45716972234332487,0.07644393286595653,0.5554301764283861,0.6246550254085484,7.19562243502052,6.0,4.719639960501298,20.305555555555557,19.0,7.8309196438946955,2.560875512995896,2.0,1.7567696070786412,731,355,0.4856361149110807,5378,36,True,325.0,0.8468786808009423,6.334511189634864,849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05145010650499754,0.05145010650499754,0.011142061281337047,0.0,0.0,0.0,0.013108307389808291,0.007373422906767164,0.0,0.061248527679623084,23,4,,53
human,20.105775470781825,539296176.6323807,366868.1473689665,23.40401198424405,18.944192224100465,16.317093611152714,20.33463736617564,17.908189446993482,22.081419141914193,53.229332689366494,5.682926829268292,0.04693877551020408,0.03333333333333333,0.05442176870748299,0.1435374149659864,0.009523809523809525,0.12108843537414966,0.07687074829931972,0.22312925170068026,0.10340136054421768,0.11292517006802721,0.0326530612244898,0.01292517006802721,0.013605442176870748,0.0020408163265306124,0.013605442176870748,2.650523818635883,1.3621509896657518,0.47737445089549174,0.08613824827340041,0.5264219634901778,0.5022083145158831,6.783003300330033,6.0,4.646401946258387,14.78048780487805,16.0,11.54843922539034,2.4381188118811883,2.0,1.9101861120276753,1212,596,0.49174917491749176,8479,82,True,506.0,0.8136054421768707,5.7680272108843536,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047058823529411764,0.023426212590299277,0.019917440660474715,0.01867905056759546,0.013312693498452013,0.00980392156862745,0.023116615067079464,0.02889576883384933,0.017956656346749224,0.0707482993197279,32,6,,47
continue,13.734508690405313,922191.9691951242,1028.0846925252222,27.760869565217376,18.057004593526333,17.29875374220249,20.984894776199127,18.62302264715308,21.484078624078624,57.62194210020297,7.065217391304348,0.08695652173913043,0.06577480490523968,0.08695652173913043,0.09253065774804906,0.020066889632107024,0.10367892976588629,0.0858416945373467,0.23522853957636566,0.11036789297658862,0.005574136008918618,0.046822742474916385,0.010033444816053512,,0.002229654403567447,0.028985507246376812,3.055630455732242,0.6107073588989462,0.4839301004691704,0.0739523749449229,0.731383490562439,0.7289025261998177,6.625307125307125,6.0,4.157335465594197,17.695652173913043,17.0,5.709905828879246,2.2665847665847667,2.0,1.4957561200204912,814,364,0.44717444717444715,5476,46,True,394.0,0.8885172798216276,6.10479375696767,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06282973621103118,0.051798561151079135,0.014708233413269385,0.014708233413269385,0.014708233413269385,0.0,0.00815347721822542,0.012789768185451638,0.01598721023181455,0.045707915273132664,35,8,0.0189520624303233,47
create,7.5463309068041085,1893.7815076156542,2.977643879898827,24.162758051197358,17.798482584553252,16.921060266764112,20.88553255931348,17.969724886420998,21.462261484098942,56.27743563856638,6.485714285714286,0.06446540880503145,0.04559748427672956,0.0770440251572327,0.11006289308176101,0.014150943396226415,0.09276729559748427,0.09276729559748427,0.23427672955974843,0.11635220125786164,0.018867924528301886,0.031446540880503145,0.0110062893081761,0.012578616352201259,0.0015723270440251573,0.025157232704402517,2.6522722239349403,0.8997229445044996,0.5039661640074358,0.1087861082808726,0.39576243565363045,0.3645084481404135,6.648409893992933,5.0,4.486145450732932,16.17142857142857,16.0,7.4469004646639565,2.295053003533569,2.0,1.5567737253112928,566,298,0.5265017667844523,3833,35,True,236.0,0.8254716981132075,6.026729559748428,636.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0272140221402214,0.0272140221402214,0.0272140221402214,0.0272140221402214,0.0,0.0,0.00761070110701107,0.01107011070110701,0.008994464944649446,0.07232704402515723,18,6,0.05188679245283019,47
explain,7.921695881471859,2756.4416825651056,4.810543948630202,20.260284642073202,19.836564986737404,17.635736875867398,21.55702917771883,19.925824933687004,22.985538461538464,57.93103448275862,7.172413793103448,0.055846422338568937,0.055846422338568937,0.09424083769633508,0.0924956369982548,0.029668411867364748,0.1099476439790576,0.07329842931937172,0.24956369982547993,0.12041884816753927,0.020942408376963352,0.04013961605584642,0.0017452006980802793,0.006980802792321117,0.0017452006980802793,0.027923211169284468,3.282629551670739,0.8293064031519355,0.5036492593869784,0.07000315124113794,0.7139799584235463,0.7241428637946093,6.876923076923077,6.0,4.5034437841678185,17.93103448275862,18.0,4.258306563871886,2.4096153846153845,2.0,1.8079694959331731,520,281,0.5403846153846154,3629,29,True,246.0,0.881326352530541,6.333333333333333,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01793939393939394,0.01793939393939394,0.01793939393939394,0.01793939393939394,0.01793939393939394,0.0,0.017454545454545455,0.006060606060606061,0.0,0.07504363001745201,18,4,0.019197207678883072,47
human,8.23983510454596,3788.915481717822,5.420479945232936,19.83442989460238,19.523485647659765,17.19744511211423,20.439975570484705,17.76556326689245,19.853907056798615,54.71439675753707,6.741935483870968,0.05150214592274678,0.03719599427753934,0.045779685264663805,0.13876967095851217,0.008583690987124463,0.11731044349070101,0.07296137339055794,0.1888412017167382,0.11731044349070101,0.11301859799713877,0.020028612303290415,0.001430615164520744,0.04721030042918455,0.012875536480686695,0.01859799713876967,3.418003378908864,1.3222254854847422,0.4437898094347293,0.0822048405950604,0.5161448934425911,0.4337610773067793,6.332185886402754,5.0,4.544461576715647,18.741935483870968,20.0,10.27671260960205,2.3562822719449223,2.0,1.843838681618795,581,308,0.5301204819277109,3793,31,True,243.0,0.765379113018598,5.432045779685264,699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02375513933302878,0.021014161717679305,0.00548195523069895,0.0,0.0,0.0,0.019186843307446324,0.02284148012791229,0.02055733211512106,0.07725321888412018,13,2,0.008583690987124463,90
continue,13.47835319082257,713796.5029484521,828.0701890353273,11.890977443609046,21.67182709613356,19.311799004590387,24.411295227456094,21.233228449078382,23.95063613231552,64.59057903556135,8.707317073170731,0.06148491879350348,0.06148491879350348,0.07424593967517401,0.08816705336426914,0.019721577726218097,0.10672853828306264,0.10324825986078887,0.228538283062645,0.16125290023201855,0.016241299303944315,0.037122969837587005,0.012761020881670533,0.004640371229698376,0.004640371229698376,0.019721577726218097,3.2831482386113646,0.9782007939748734,0.45090030658107505,0.055633154541076306,0.6857500679790973,0.7112256739384089,7.022900763358779,6.0,4.5426432691285825,19.170731707317074,19.0,5.665050918008486,2.524173027989822,2.0,1.82505906783988,786,327,0.41603053435114506,5596,41,False,392.0,0.9071925754060325,6.491879350348028,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2691644458379056,0.22918952813920676,0.18153315566703246,0.11725975858284998,0.09719391754193447,0.08716099702147673,0.01128703558551497,0.008622041072268381,0.011757328734911428,0.04988399071925754,25,5,,90
create,11.92368737715853,150796.6285421512,174.73537490399906,19.360212812637116,19.754281632653065,17.07569102433279,21.476081632653063,19.78251275510204,23.974744897959187,59.94020408163265,6.94,0.06373117033603708,0.0220162224797219,0.09154113557358054,0.09154113557358054,0.016222479721900347,0.11355735805330243,0.09501738122827347,0.2421784472769409,0.14716106604866744,0.02433371958285052,0.030127462340672075,0.011587485515643106,0.004634994206257242,0.0011587485515643105,0.04519119351100811,2.7810552393233454,0.6918314984253039,0.44592148586085273,0.08412221244984817,0.6496776144723503,0.6558261290192604,7.0854591836734695,6.0,4.570769237426389,15.68,16.0,4.789321455070644,2.4770408163265305,2.0,1.8174279365236126,784,377,0.48086734693877553,5634,50,True,363.0,0.9061413673232909,6.528389339513326,863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05734767025089606,0.0,0.0,0.0,0.0,0.0,0.020570359981299673,0.010129343930185445,0.0,0.04171494785631518,22,7,,90
explain,12.549020347736882,281819.01348737447,321.71120261115806,16.979133226324223,20.961013659466328,18.48459643450188,22.558691232528588,20.2882750952986,22.495756035578136,59.192153748411684,7.775,0.07191780821917808,0.05251141552511415,0.07077625570776255,0.0958904109589041,0.0228310502283105,0.1232876712328767,0.08105022831050228,0.2134703196347032,0.14726027397260275,0.0410958904109589,0.02511415525114155,0.001141552511415525,0.01598173515981735,0.010273972602739725,0.0273972602739726,3.4567822568029585,0.9471786762711495,0.4766610324518174,0.07517412689625368,0.6196259542917594,0.6031755674630404,6.768742058449809,5.0,4.607037191422324,19.675,18.0,6.2545483450046175,2.4472681067344344,2.0,1.8503619709860855,787,338,0.42947903430749684,5416,40,True,392.0,0.8801369863013698,6.1826484018264845,876.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13550572673011776,0.09840296822068076,0.06710759799967737,0.06710759799967737,0.043555412163252136,0.043555412163252136,0.015486368769156315,0.008711082432650428,0.019357960961445396,0.0547945205479452,30,3,,90
