feature,persona,test,t-statistic,pvalue,bon,bh
symbol_to_word_ratio_#,explain-create,t,-2.283563778720893,0.022881151781015636,1.62456177645211,
oov_ratio,human-continue,t,-2.1969828243709597,0.02831307289352748,2.010228175440451,
pos_prop_AUX,explain-create,mannwhitneyu,91290.0,0.032782642469639404,2.327567615344398,
pos_prop_PUNCT,explain-create,t,-2.1324869111662728,0.033277680902412156,2.362715344071263,
duplicate_ngram_chr_fraction_10,explain-create,t,2.122272985694915,0.034116446977299486,2.4222677353882633,
duplicate_ngram_chr_fraction_10,human-continue,t,2.051837589723591,0.040685149105962486,2.8886455865233365,
dependency_distance_mean,explain-create,t,2.0027041486745456,0.045538638796033835,3.2332433545184025,
duplicate_ngram_chr_fraction_8,human-explain,t,-1.9209245333480818,0.05514985995220794,3.915640056606764,
symbol_to_word_ratio_#,human-create,t,-1.8616269091588675,0.06325735593502145,4.491272271386523,
n_unique_tokens,human-continue,t,-1.8409392610441324,0.06605969197911209,4.690238130516958,
top_ngram_chr_fraction_4,human-explain,t,-1.8355637604273094,0.06678869776875071,4.7419975415813,
pos_prop_ADV,human-explain,t,1.794084114964038,0.07323171136466201,5.199451506891003,
top_ngram_chr_fraction_3,human-create,t,1.779836364613035,0.0754874020035628,5.359605542252958,
n_unique_tokens,human-explain,t,-1.761104491347606,0.07867140169071576,5.5856695200408195,
sentence_length_mean,human-continue,t,-1.7565376742572405,0.07952574204113085,5.64632768492029,
n_tokens,human-continue,t,1.7470076136226218,0.0811078953543761,5.7586605701607025,
top_ngram_chr_fraction_4,continue-explain,t,-1.7373413452120443,0.08270838436473132,5.872295289895924,
symbol_to_word_ratio_#,human-continue,mannwhitneyu,84665.0,0.0831390139781197,5.902869992446498,
proportion_bullet_points,continue-create,t,-1.6806394990038553,0.09324294731608412,6.620249259441973,
top_ngram_chr_fraction_3,explain-create,t,1.6639633319800777,0.0965246482453496,6.853250025419822,
duplicate_ngram_chr_fraction_5,continue-create,t,1.6394758734668664,0.10149871513569139,7.206408774634089,
n_tokens,human-create,t,1.6212136084129507,0.1055563514986671,7.494500956405364,
duplicate_ngram_chr_fraction_9,human-continue,t,1.6056157474698158,0.10892633902498594,7.733770070774002,
prop_adjacent_dependency_relation_mean,continue-create,mannwhitneyu,78632.0,0.11015983537956955,7.821348311949438,
oov_ratio,human-explain,t,-1.566645965298358,0.11758735462447421,8.34870217833767,
pos_prop_ADV,human-continue,t,-1.4860735744669797,0.1376671934989981,9.774370738428866,
connectives,human-continue,t,-1.4498396277043706,0.14754853606690943,10.47594606075057,
n_sentences,continue-explain,t,-1.4335599419834246,0.15209825886476824,10.798976379398546,
duplicate_line_chr_fraction,human-create,mannwhitneyu,83640.0,0.15755255305764704,11.18623126709294,
proportion_bullet_points,human-explain,mannwhitneyu,83640.0,0.15755255305764704,11.18623126709294,
proportion_bullet_points,human-continue,mannwhitneyu,83640.0,0.15755255305764704,11.18623126709294,
duplicate_ngram_chr_fraction_10,human-create,t,1.4050291244401325,0.16057278760750085,11.40066792013256,
n_tokens,human-explain,t,-1.3260737323579588,0.1853057177074267,13.156705957227297,
doc_length,continue-create,t,-1.2831153923418086,0.19985166730452972,14.18946837862161,
duplicate_ngram_chr_fraction_8,human-continue,t,1.2709594859715947,0.20423560979077537,14.500728295145052,
connectives_cap,human-continue,t,-1.2590418427970556,0.20839289700752553,14.795895687534312,
duplicate_ngram_chr_fraction_10,continue-create,t,-1.1641283354206193,0.24471791498624967,17.374971964023725,
proportion_ellipsis,human-explain,t,-1.1632362938837717,0.24536748270061445,17.421091271743627,
per_word_perplexity,explain-create,t,1.1623746302029692,0.24556845787153964,17.435360508879313,
flesch_kincaid_grade,continue-explain,t,1.145516257555424,0.25233334225982107,17.915667300447296,
pos_prop_ADV,human-create,t,1.128925894764259,0.25929222122624457,18.409747707063364,
perplexity,explain-create,t,1.102124931691359,0.27091989940183514,19.235312857530296,
doc_length,human-explain,t,1.0670785282454687,0.2863672914452115,20.332077692610017,
token_length_std,continue-explain,t,1.0546302835861816,0.29192030957212517,20.726341979620887,
top_ngram_chr_fraction_3,continue-explain,t,1.053182281048332,0.29257593915897007,20.772891680286875,
duplicate_line_chr_fraction,explain-create,t,-1.0504551145191832,0.2941284000248495,20.883116401764315,
symbol_to_word_ratio_#,human-explain,t,1.034300680634216,0.30139038701968696,21.398717478397774,
duplicate_ngram_chr_fraction_9,human-create,t,1.0247452260705603,0.30590212206885625,21.719050666888794,
connectives_cap,explain-create,t,-1.0242013544180364,0.3060450676586277,21.72919980376257,
proportion_ellipsis,continue-explain,t,-1.0194119084012623,0.30851630186621537,21.904657432501292,
per_word_perplexity,human-create,t,1.002947211552993,0.31647932475858237,22.47003205785935,
per_word_perplexity,human-explain,t,1.002947211552993,0.31647932475858237,22.47003205785935,
per_word_perplexity,human-continue,t,1.002947211552993,0.31647932475858237,22.47003205785935,
perplexity,human-continue,t,1.0024337055398036,0.3167268603390452,22.48760708407221,
perplexity,human-create,t,1.0024337055398036,0.3167268603390452,22.48760708407221,
perplexity,human-explain,t,1.0024337055398036,0.3167268603390452,22.48760708407221,
per_word_perplexity,continue-create,t,1.0008935506302645,0.3174700563517605,22.540374000974996,
perplexity,continue-create,t,1.000618798336448,0.3176027576118264,22.549795790439674,
per_word_perplexity,continue-explain,t,1.0001701219960388,0.3178195396302628,22.56518731374866,
perplexity,continue-explain,t,1.0000415065227242,0.3178816994907282,22.5696006638417,
duplicate_line_chr_fraction,human-explain,mannwhitneyu,83845.0,0.3184922923042598,22.612952753602446,
duplicate_line_chr_fraction,human-continue,mannwhitneyu,83845.0,0.3184922923042598,22.612952753602446,
symbol_to_word_ratio_#,continue-explain,mannwhitneyu,83845.0,0.3184922923042598,22.612952753602446,
proportion_unique_tokens,human-explain,t,0.9867085285887905,0.32407849029331703,23.00957281082551,
duplicate_ngram_chr_fraction_5,human-create,t,0.9610250470603349,0.33683254433322485,23.915110647658963,
duplicate_ngram_chr_fraction_9,continue-create,t,-0.9381985034627075,0.34842326129967927,24.738051552277227,
proportion_bullet_points,explain-create,t,-0.9211318834790357,0.3572626202891317,25.36564604052835,
dependency_distance_std,explain-create,t,0.9114260166224794,0.36235543098237866,25.727235599748884,
duplicate_line_chr_fraction,continue-explain,t,0.8864214570833351,0.3758994074797902,26.688857931065105,
top_ngram_chr_fraction_3,human-continue,t,-0.8738234103788027,0.38247372931699386,27.155634781506564,
duplicate_ngram_chr_fraction_8,human-create,t,0.8712238606514542,0.3839537501829624,27.260716262990332,
top_ngram_chr_fraction_4,human-create,t,0.8583602549499753,0.3909590320890728,27.75809127832417,
duplicate_ngram_chr_fraction_9,human-explain,t,-0.8477673561221539,0.39689314068538006,28.179412988661984,
duplicate_line_chr_fraction,continue-create,t,-0.8212677178161203,0.41192559617137314,29.24671732816749,
automated_readability_index,continue-explain,t,0.7982821720538155,0.4249392004959849,30.170683235214927,
pos_prop_VERB,continue-create,mannwhitneyu,86711.0,0.43274071096419653,30.724590478457955,
yules_k,continue-explain,t,0.7698336373349695,0.44181055927495094,31.368549708521517,
proportion_ellipsis,explain-create,t,0.7688592330758173,0.4422758879688288,31.40158804578684,
pos_prop_ADV,explain-create,t,-0.7639791508893955,0.4451029031469953,31.602306123436666,
lix,continue-explain,t,0.7211126736167729,0.47104860663909986,33.44445107137609,
top_ngram_chr_fraction_4,continue-create,t,0.6954350525858081,0.4869803240662084,34.575603008700796,
pos_prop_PRON,explain-create,t,-0.6003173724983066,0.5484653771449925,38.94104177729447,
proportion_ellipsis,human-create,t,-0.5926377579897537,0.553682210400199,39.31143693841413,
oov_ratio,continue-explain,t,0.5804988015923246,0.5617403078062639,39.88356185424474,
pos_prop_NOUN,explain-create,mannwhitneyu,82085.5,0.5625008413074364,39.937559732827985,
duplicate_ngram_chr_fraction_8,continue-create,t,-0.5504253446802562,0.5821806960900091,41.33482942239065,
duplicate_ngram_chr_fraction_6,continue-create,t,0.542731483384988,0.5874630633510136,41.709877497921966,
duplicate_ngram_chr_fraction_5,human-continue,t,-0.5300748515173678,0.5962080134935721,42.33076895804362,
prop_adjacent_dependency_relation_std,continue-explain,t,0.5081606495622178,0.6114777026804531,43.41491689031217,
proportion_bullet_points,continue-explain,t,-0.4651363417335266,0.6419811936663284,45.58066475030932,
duplicate_ngram_chr_fraction_7,human-create,t,0.4177457815741598,0.6762593046938028,48.01441063326,
duplicate_ngram_chr_fraction_7,continue-create,t,0.403345850159594,0.6867995655974964,48.76276915742225,
n_tokens,continue-create,t,-0.3764743186293942,0.7066727645386955,50.173766282247385,
proportion_ellipsis,continue-create,t,-0.34299717028501886,0.7317082263081527,51.95128406787884,
proportion_ellipsis,human-continue,t,-0.32890819238282765,0.7423264958141621,52.70518120280551,
sentence_length_std,continue-explain,t,-0.2554928198602843,0.7984078929857474,56.68696040198807,
duplicate_ngram_chr_fraction_6,human-continue,t,-0.25104213222648547,0.8018520017037862,56.93149212096882,
rix,continue-explain,t,-0.24298844845327197,0.8080752641740424,57.37334375635701,
pos_prop_PRON,human-continue,t,0.2360250539039786,0.8134769579910124,57.75686401736188,
n_characters,explain-create,t,0.23224617514898552,0.8164057747159865,57.964810004835044,
duplicate_ngram_chr_fraction_6,human-create,t,0.19853768483603465,0.8426778572346418,59.83012786365957,
duplicate_ngram_chr_fraction_10,human-explain,t,0.17337287400588317,0.8624192418930371,61.231766174405635,
top_ngram_chr_fraction_3,human-explain,t,0.16944329291036006,0.8654899738645642,61.44978814438406,
top_ngram_chr_fraction_2,continue-explain,t,-0.15228713643231728,0.8789980515123001,62.40886165737331,
n_unique_tokens,continue-explain,t,0.12641017279837258,0.899438340058015,63.86012214411907,
duplicate_ngram_chr_fraction_7,human-continue,t,0.1132553443537967,0.9098612250111933,64.60014697579471,
top_ngram_chr_fraction_4,human-continue,t,0.09565755488757897,0.9238170480844384,65.59101041399512,
duplicate_paragraph_chr_fraction,human-explain,mannwhitneyu,84050.0,1.0,71.0,
duplicate_paragraph_chr_fraction,human-continue,mannwhitneyu,84050.0,1.0,71.0,
duplicate_paragraph_chr_fraction,continue-explain,mannwhitneyu,84050.0,1.0,71.0,
duplicate_paragraph_chr_fraction,continue-create,mannwhitneyu,84050.0,1.0,71.0,
duplicate_paragraph_chr_fraction,human-create,mannwhitneyu,84050.0,1.0,71.0,
duplicate_paragraph_chr_fraction,explain-create,mannwhitneyu,84050.0,1.0,71.0,
pos_prop_SCONJ,human-continue,mannwhitneyu,,,,
pos_prop_SCONJ,human-explain,mannwhitneyu,,,,
pos_prop_SCONJ,human-create,mannwhitneyu,,,,
pos_prop_SCONJ,continue-explain,mannwhitneyu,,,,
pos_prop_SCONJ,continue-create,mannwhitneyu,,,,
pos_prop_SCONJ,explain-create,mannwhitneyu,,,,
pos_prop_X,human-continue,mannwhitneyu,,,,
pos_prop_X,human-explain,mannwhitneyu,,,,
pos_prop_X,human-create,mannwhitneyu,,,,
pos_prop_X,continue-explain,mannwhitneyu,,,,
pos_prop_X,continue-create,mannwhitneyu,,,,
pos_prop_X,explain-create,mannwhitneyu,,,,
pos_prop_PART,human-continue,mannwhitneyu,,,,
pos_prop_PART,human-explain,mannwhitneyu,,,,
pos_prop_PART,human-create,mannwhitneyu,,,,
pos_prop_SYM,human-continue,mannwhitneyu,,,,
pos_prop_SYM,human-explain,mannwhitneyu,,,,
pos_prop_SYM,human-create,mannwhitneyu,,,,
pos_prop_SYM,continue-explain,mannwhitneyu,,,,
pos_prop_SYM,continue-create,mannwhitneyu,,,,
pos_prop_SYM,explain-create,mannwhitneyu,,,,
pos_prop_NUM,human-continue,mannwhitneyu,,,,
pos_prop_NUM,human-explain,mannwhitneyu,,,,
pos_prop_NUM,human-create,mannwhitneyu,,,,
pos_prop_NUM,continue-explain,mannwhitneyu,,,,
pos_prop_NUM,continue-create,mannwhitneyu,,,,
pos_prop_NUM,explain-create,mannwhitneyu,,,,
pos_prop_PROPN,human-continue,mannwhitneyu,,,,
pos_prop_PROPN,human-explain,mannwhitneyu,,,,
pos_prop_PROPN,human-create,mannwhitneyu,,,,
pos_prop_PROPN,continue-explain,mannwhitneyu,,,,
pos_prop_PROPN,continue-create,mannwhitneyu,,,,
pos_prop_PROPN,explain-create,mannwhitneyu,,,,
pos_prop_SPACE,human-continue,mannwhitneyu,,,,
pos_prop_SPACE,human-explain,mannwhitneyu,,,,
pos_prop_SPACE,human-create,mannwhitneyu,,,,
pos_prop_SPACE,continue-explain,mannwhitneyu,,,,
pos_prop_SPACE,continue-create,mannwhitneyu,,,,
pos_prop_SPACE,explain-create,mannwhitneyu,,,,
