feature,persona,test,t-statistic,pvalue,bon,bh,reject
pos_prop_NOUN,continue-explain,t-test,2.9847570341257392,0.003161885725216468,0.22449388649036925,,False
pos_prop_DET,continue-create,t-test,-2.924647968017883,0.0038128421949605706,0.2707117958422005,,False
doc_length,human-explain,t-test,2.830315443392672,0.005084757237180507,0.361017763839816,,False
duplicate_ngram_chr_fraction_10,continue-explain,mannwhitneyu,5560.0,0.006038117005536691,0.42870630739310506,,False
token_length_std,human-continue,t-test,-2.734099136957244,0.006769249733447266,0.4806167310747559,,False
prop_adjacent_dependency_relation_std,continue-create,mannwhitneyu,7313.0,0.007485371751150638,0.5314613943316954,,False
duplicate_ngram_chr_fraction_10,human-create,mannwhitneyu,6665.0,0.007542623151933584,0.5355262437872844,,False
n_characters,human-continue,mannwhitneyu,4810.0,0.008646509549264434,0.6139021779977748,,False
duplicate_ngram_chr_fraction_7,continue-create,mannwhitneyu,5327.0,0.009230664979992358,0.6553772135794574,,False
syllables_per_token_std,continue-create,t-test,-2.607991312773896,0.00973713433195543,0.6913365375688355,,False
pos_prop_AUX,continue-explain,mannwhitneyu,4837.0,0.010213213888409043,0.7251381860770421,,False
pos_prop_ADV,continue-create,mannwhitneyu,4837.5,0.010244468368817188,0.7273572541860204,,False
pos_prop_CCONJ,explain-create,t-test,2.581673232280789,0.010487370914401271,0.7446033349224902,,False
duplicate_ngram_chr_fraction_6,explain-create,mannwhitneyu,7067.0,0.010806487019686208,0.7672605783977208,,False
n_unique_tokens,continue-explain,mannwhitneyu,4857.0,0.011525888237493502,0.8183380648620386,,False
duplicate_ngram_chr_fraction_9,human-create,mannwhitneyu,6739.0,0.011775090947879931,0.8360314572994751,,False
pos_prop_ADP,explain-create,t-test,2.5284883941975025,0.012163368360268408,0.8635991535790569,,False
duplicate_ngram_chr_fraction_5,explain-create,mannwhitneyu,7141.0,0.014408691617010388,1.0,,False
sentence_length_std,human-explain,mannwhitneyu,7205.0,0.014458805132159677,1.0,,False
pos_prop_DET,explain-create,t-test,2.4350773439539295,0.015692388772479048,1.0,,False
token_length_std,continue-create,t-test,-2.4183974142783318,0.016410261751384932,1.0,,False
pos_prop_PUNCT,explain-create,mannwhitneyu,7172.5,0.017462809019501042,1.0,,False
TTR,continue-create,mannwhitneyu,4933.5,0.018073535235040163,1.0,,False
coleman_liau_index,continue-create,t-test,-2.343143680868169,0.020022537458737992,1.0,,False
prop_adjacent_dependency_relation_std,explain-create,t-test,2.2633482048822104,0.024598882086038838,1.0,,False
duplicate_ngram_chr_fraction_5,continue-create,mannwhitneyu,5126.5,0.02722860991106805,1.0,,False
pos_prop_SCONJ,explain-create,t-test,2.1929948693021535,0.029365311107423714,1.0,,False
n_tokens,continue-create,mannwhitneyu,7042.5,0.03559393634988883,1.0,,False
connectives_cap,human-explain,mannwhitneyu,7016.5,0.03875969038295112,1.0,,False
pos_prop_CCONJ,continue-create,t-test,2.0487479958144585,0.04168465997237104,1.0,,False
duplicate_ngram_chr_fraction_8,continue-create,mannwhitneyu,5617.0,0.04185317556009704,1.0,,False
doc_length,continue-create,mannwhitneyu,7009.5,0.04219662769509733,1.0,,False
n_sentences,continue-explain,mannwhitneyu,5095.0,0.04267397332197726,1.0,,False
connectives,human-create,mannwhitneyu,6990.5,0.04595704301796731,1.0,,False
syllables_per_token_mean,continue-create,t-test,-1.9798129623272887,0.04898253724369078,1.0,,False
top_ngram_chr_fraction_4,continue-create,mannwhitneyu,5345.0,0.04967292324135231,1.0,,False
duplicate_ngram_chr_fraction_8,explain-create,mannwhitneyu,6632.0,0.050194592522309955,1.0,,False
pos_prop_VERB,explain-create,t-test,-1.9636469137544277,0.05084227957504077,1.0,,False
n_characters,continue-explain,t-test,-1.9430948017325533,0.053292244418816276,1.0,,False
pos_prop_AUX,continue-create,t-test,1.9396532060270446,0.05371206244923639,1.0,,False
connectives_cap,continue-explain,mannwhitneyu,5159.5,0.05460333686513492,1.0,,False
pos_prop_PART,continue-create,t-test,-1.9317158357648225,0.054690900252814305,1.0,,False
duplicate_ngram_chr_fraction_9,explain-create,mannwhitneyu,6548.0,0.05580452675093765,1.0,,False
pos_prop_PRON,continue-explain,t-test,-1.9225926313366566,0.05583443555796206,1.0,,False
token_length_mean,continue-create,t-test,-1.9068417585401674,0.05785589146767365,1.0,,False
top_ngram_chr_fraction_4,explain-create,mannwhitneyu,5377.5,0.06288565168881162,1.0,,False
pos_prop_PART,human-create,t-test,-1.8594551895856073,0.06430995836425321,1.0,,False
duplicate_line_chr_fraction,human-explain,t-test,-1.8206696658002215,0.07002812191733336,1.0,,False
token_length_std,human-explain,t-test,1.7654669614685983,0.0788852579159124,1.0,,False
prop_adjacent_dependency_relation_std,human-explain,t-test,1.7644585396345245,0.07905522184475387,1.0,,False
n_stop_words,continue-create,mannwhitneyu,6828.0,0.09951462175514206,1.0,,False
connectives,human-continue,t-test,1.6517314746965193,0.10002896800937723,1.0,,False
sentence_length_std,human-create,mannwhitneyu,5278.0,0.10219117404758662,1.0,,False
duplicate_ngram_chr_fraction_10,explain-create,mannwhitneyu,6375.0,0.1042328446344638,1.0,,False
Yules,continue-create,mannwhitneyu,5301.0,0.11283010230489277,1.0,,False
pos_prop_ADP,human-create,t-test,-1.5787408841472377,0.1158454054051925,1.0,,False
prop_adjacent_dependency_relation_std,continue-explain,t-test,1.559796451225009,0.12025850754970241,1.0,,False
duplicate_ngram_chr_fraction_6,continue-create,mannwhitneyu,5510.0,0.12218257918099232,1.0,,False
duplicate_line_chr_fraction,human-continue,t-test,-1.528956994861414,0.12772479359268402,1.0,,False
duplicate_ngram_chr_fraction_9,continue-create,mannwhitneyu,5779.0,0.12919371770593113,1.0,,False
mean_word_length,continue-create,t-test,-1.5141548810107408,0.13143504305403045,1.0,,False
pos_prop_ADJ,continue-create,t-test,-1.5117651007755093,0.13204186735558365,1.0,,False
second_order_coherence,explain-create,t-test,1.4887020410127856,0.13801102170890323,1.0,,False
sentence_length_std,human-continue,mannwhitneyu,5354.0,0.14066307789953708,1.0,,False
connectives_cap,explain-create,mannwhitneyu,6723.5,0.14665169687789203,1.0,,False
pos_prop_PART,explain-create,t-test,-1.422236249880622,0.15638689016804716,1.0,,False
duplicate_line_chr_fraction,human-create,t-test,-1.4194078719253271,0.15720843723667702,1.0,,False
duplicate_ngram_chr_fraction_7,explain-create,mannwhitneyu,6523.0,0.16933456871316865,1.0,,False
duplicate_ngram_chr_fraction_10,continue-create,mannwhitneyu,5887.0,0.1823891663927414,1.0,,False
n_characters,continue-create,mannwhitneyu,6670.5,0.1890496654777214,1.0,,False
pos_prop_SCONJ,continue-create,t-test,-1.3133132971172912,0.19045801011910884,1.0,,False
duplicate_ngram_chr_fraction_10,human-explain,mannwhitneyu,6357.0,0.23868095482742968,1.0,,False
prop_adjacent_dependency_relation_mean,continue-explain,t-test,-1.16182970372374,0.24657508888974744,1.0,,False
prop_adjacent_dependency_relation_std,human-continue,mannwhitneyu,6597.0,0.2469909086519101,1.0,,False
pos_prop_PART,human-explain,mannwhitneyu,5507.0,0.2504663887471271,1.0,,False
pos_prop_ADP,human-continue,t-test,-1.1514774337950364,0.25079718034907617,1.0,,False
duplicate_ngram_chr_fraction_8,human-explain,mannwhitneyu,6450.0,0.25238542643313355,1.0,,False
pos_prop_PRON,explain-create,t-test,1.1410369778086686,0.25510644009734174,1.0,,False
pos_prop_VERB,continue-create,t-test,-1.112419241119274,0.2671831376700554,1.0,,False
token_length_median,continue-create,mannwhitneyu,5596.0,0.275974975802488,1.0,,False
pos_prop_PUNCT,continue-create,t-test,-1.0452866676071753,0.2970481478361659,1.0,,False
symbol_to_word_ratio_#,human-create,t-test,1.0000000000000002,0.3184191914557723,1.0,,False
symbol_to_word_ratio_#,human-continue,t-test,1.0000000000000002,0.3184191914557723,1.0,,False
proportion_bullet_points,human-continue,t-test,-1.0000000000000002,0.3184191914557723,1.0,,False
proportion_bullet_points,continue-create,t-test,1.0000000000000002,0.3184191914557723,1.0,,False
symbol_to_word_ratio_#,human-explain,t-test,1.0000000000000002,0.3184191914557723,1.0,,False
proportion_bullet_points,explain-create,t-test,0.9999999999999996,0.3184191914557728,1.0,,False
proportion_bullet_points,human-explain,t-test,-0.9999999999999996,0.3184191914557728,1.0,,False
pos_prop_VERB,continue-explain,t-test,0.9733481181687589,0.33145909314176947,1.0,,False
n_characters,human-create,mannwhitneyu,5597.5,0.3383118329394451,1.0,,False
connectives,continue-create,t-test,0.9302640756322338,0.3532633578250356,1.0,,False
first_order_coherence,explain-create,t-test,0.9030346543026856,0.3675042323034864,1.0,,False
n_unique_tokens,continue-create,mannwhitneyu,6455.5,0.3908881839879689,1.0,,False
pos_prop_ADV,explain-create,mannwhitneyu,6452.0,0.3950327103005369,1.0,,False
duplicate_line_chr_fraction,explain-create,mannwhitneyu,6162.0,0.4025140670347147,1.0,,False
duplicate_line_chr_fraction,continue-create,mannwhitneyu,6161.0,0.40674705626482544,1.0,,False
prop_adjacent_dependency_relation_mean,explain-create,t-test,0.8205382018237561,0.41280567746342955,1.0,,False
pos_prop_PRON,continue-create,t-test,-0.7758916531899679,0.43865388206523714,1.0,,False
top_ngram_chr_fraction_3,continue-create,mannwhitneyu,6397.0,0.4420270688051635,1.0,,False
pos_prop_NOUN,explain-create,t-test,0.7478186018972526,0.4553755092221953,1.0,,False
duplicate_ngram_chr_fraction_9,human-explain,mannwhitneyu,6267.0,0.4814604991078436,1.0,,False
top_ngram_chr_fraction_3,explain-create,mannwhitneyu,6319.0,0.5546594340808255,1.0,,False
alpha_ratio,continue-create,mannwhitneyu,5793.5,0.5876096805077992,1.0,,False
pos_prop_CCONJ,continue-explain,t-test,-0.5274248676166363,0.5984349334354395,1.0,,False
pos_prop_ADP,continue-create,t-test,-0.5079417778256997,0.612007725316504,1.0,,False
pos_prop_PART,continue-explain,t-test,-0.4962074792888517,0.6202479626603126,1.0,,False
connectives_cap,continue-create,mannwhitneyu,5825.5,0.6266902519465856,1.0,,False
alpha_ratio,continue-explain,mannwhitneyu,5821.0,0.6283520432057073,1.0,,False
dependency_distance_mean,explain-create,t-test,0.475641927855557,0.6348057641146956,1.0,,False
top_ngram_chr_fraction_3,continue-explain,mannwhitneyu,6261.0,0.6423647022864608,1.0,,False
sentence_length_mean,continue-explain,t-test,-0.4568700652828781,0.6482193480479341,1.0,,False
MTLD,continue-explain,mannwhitneyu,5877.5,0.7155894033050505,1.0,,False
prop_adjacent_dependency_relation_mean,continue-create,t-test,-0.30750937392997174,0.7587492641253675,1.0,,False
pos_prop_PART,human-continue,t-test,-0.26482026443757295,0.7913981434609524,1.0,,False
n_tokens,human-explain,t-test,-0.26289901377337527,0.79287670994362,1.0,,False
sentence_length_median,continue-explain,mannwhitneyu,6158.5,0.818610063686561,1.0,,False
syllables_per_token_median,continue-create,mannwhitneyu,6006.0,0.8951281050341434,1.0,,False
sentence_length_std,continue-create,mannwhitneyu,5995.0,0.9080875296946415,1.0,,False
alpha_ratio,explain-create,mannwhitneyu,6025.0,0.9586082890891746,1.0,,False
top_ngram_chr_fraction_4,continue-explain,mannwhitneyu,6034.0,0.961445293990463,1.0,,False
oov_ratio,continue-create,mannwhitneyu,6068.0,0.9704279505308214,1.0,,False
top_ngram_chr_fraction_2,continue-explain,mannwhitneyu,6068.0,0.9704280171555001,1.0,,False
oov_ratio,human-explain,mannwhitneyu,6042.0,0.9873234912540009,1.0,,False
dependency_distance_std,continue-create,t-test,0.0053020076194285155,0.995774478434521,1.0,,False
duplicate_line_chr_fraction,continue-explain,mannwhitneyu,6051.0,0.9973940985497978,1.0,,False
proportion_bullet_points,continue-explain,mannwhitneyu,6049.5,1.0,1.0,,False
pos_prop_X,human-continue,t-test,,,,,False
pos_prop_X,human-explain,t-test,,,,,False
pos_prop_X,human-create,t-test,,,,,False
pos_prop_X,continue-explain,t-test,,,,,False
pos_prop_X,continue-create,t-test,,,,,False
pos_prop_X,explain-create,t-test,,,,,False
pos_prop_SYM,human-continue,t-test,,,,,False
pos_prop_SYM,human-explain,t-test,,,,,False
pos_prop_SYM,human-create,t-test,,,,,False
pos_prop_SYM,continue-explain,t-test,,,,,False
pos_prop_SYM,continue-create,t-test,,,,,False
pos_prop_SYM,explain-create,t-test,,,,,False
pos_prop_NUM,human-continue,t-test,,,,,False
pos_prop_NUM,human-explain,t-test,,,,,False
pos_prop_NUM,human-create,t-test,,,,,False
pos_prop_NUM,continue-explain,t-test,,,,,False
pos_prop_NUM,continue-create,t-test,,,,,False
pos_prop_NUM,explain-create,t-test,,,,,False
proportion_bullet_points,human-create,t-test,,,,,False
duplicate_paragraph_chr_fraction,human-continue,t-test,,,,,False
duplicate_paragraph_chr_fraction,human-explain,t-test,,,,,False
duplicate_paragraph_chr_fraction,human-create,t-test,,,,,False
duplicate_paragraph_chr_fraction,continue-explain,t-test,,,,,False
duplicate_paragraph_chr_fraction,continue-create,t-test,,,,,False
duplicate_paragraph_chr_fraction,explain-create,t-test,,,,,False
proportion_ellipsis,human-continue,t-test,,,,,False
proportion_ellipsis,human-explain,t-test,,,,,False
proportion_ellipsis,human-create,t-test,,,,,False
proportion_ellipsis,continue-explain,t-test,,,,,False
proportion_ellipsis,continue-create,t-test,,,,,False
proportion_ellipsis,explain-create,t-test,,,,,False
symbol_to_word_ratio_#,continue-explain,t-test,,,,,False
symbol_to_word_ratio_#,continue-create,t-test,,,,,False
symbol_to_word_ratio_#,explain-create,t-test,,,,,False
pos_prop_PROPN,human-continue,t-test,,,,,False
pos_prop_PROPN,human-explain,t-test,,,,,False
pos_prop_PROPN,human-create,t-test,,,,,False
pos_prop_PROPN,continue-explain,t-test,,,,,False
pos_prop_PROPN,continue-create,t-test,,,,,False
pos_prop_PROPN,explain-create,t-test,,,,,False
pos_prop_SPACE,human-continue,t-test,,,,,False
pos_prop_SPACE,human-explain,t-test,,,,,False
pos_prop_SPACE,human-create,t-test,,,,,False
pos_prop_SPACE,continue-explain,t-test,,,,,False
pos_prop_SPACE,continue-create,t-test,,,,,False
pos_prop_SPACE,explain-create,t-test,,,,,False
